\\Fist line probabilities: p. For column below p: n(s,p). Last cloumn: cluster sizes: s 
0.550 0.570 0.593 0.599 0.600 0
0.02278541564941 0.01966621398926 0.01653427124023 0.01564903259277 0.01552192687988 1.5
0.005108642578125 0.004162445068359 0.00327033996582 0.003057250976563 0.003047637939453 2.5
0.00314697265625 0.002487640380859 0.001891403198242 0.001762161254883 0.001744766235352 3.5
0.002039108276367 0.001630401611328 0.001220092773437 0.00110221862793 0.00110481262207 4.5
0.001465301513672 0.001143951416016 0.0008322906494141 0.0007601928710938 0.0007459259033203 5.5
0.001093521118164 0.0008380126953125 0.0006063842773438 0.0005455780029297 0.0005246734619141 6.5
0.00084716796875 0.0006393432617187 0.0004587554931641 0.0004070281982422 0.0004019165039062 7.5
0.0006764221191406 0.0005161285400391 0.0003627014160156 0.0003202056884766 0.0003166198730469 8.5
0.0005524444580078 0.0004312133789063 0.0002915954589844 0.0002651977539062 0.0002489471435547 9.5
0.0004399108886719 0.000324592590332 0.0002265548706055 0.0001946640014648 0.0001927185058594 11
0.0003245162963867 0.0002402114868164 0.0001618194580078 0.0001448059082031 0.0001315307617187 13
0.0002574157714844 0.0001873016357422 0.0001218414306641 0.0001059722900391 0.0001052474975586 15
0.000197499593099 0.0001407623291016 9.068806966146e-05 8.193969726563e-05 7.792154947917e-05 17.5
0.0001526641845703 0.0001060231526693 6.721496582031e-05 5.605061848958e-05 5.683898925781e-05 20.5
0.0001165580749512 8.096694946289e-05 4.842758178711e-05 4.13703918457e-05 4.032135009766e-05 24
8.69140625e-05 5.909729003906e-05 3.436279296875e-05 3.077697753906e-05 2.714538574219e-05 28.5
6.381988525391e-05 4.418690999349e-05 2.464294433594e-05 2.066294352214e-05 2.080281575521e-05 34
4.639761788504e-05 3.128051757812e-05 1.704624720982e-05 1.402718680246e-05 1.405988420759e-05 40.5
3.403663635254e-05 2.302169799805e-05 1.227378845215e-05 9.984970092773e-06 9.870529174805e-06 48
2.639770507812e-05 1.626586914062e-05 8.811950683594e-06 7.675170898438e-06 7.072448730469e-06 57
1.932779947917e-05 1.245498657227e-05 6.192525227865e-06 5.257924397786e-06 4.571278889974e-06 68
1.44032069615e-05 9.062630789621e-06 4.746573311942e-06 3.476824079241e-06 3.471374511719e-06 81
1.067217658548e-05 6.624109604779e-06 3.09663660386e-06 2.41896685432e-06 2.378575942096e-06 96.5
7.832845052083e-06 4.933675130208e-06 2.368745349702e-06 1.609438941592e-06 1.584007626488e-06 115.5
5.79833984375e-06 3.524780273438e-06 1.57470703125e-06 1.190185546875e-06 1.089477539062e-06 138.5
4.018147786458e-06 2.601623535156e-06 1.136779785156e-06 8.951822916667e-07 8.595784505208e-07 166
3.096262613932e-06 1.920064290365e-06 8.243984646267e-07 5.870395236545e-07 4.683600531684e-07 199
2.161070357922e-06 1.34312829306e-06 5.482518395712e-07 4.134067269259e-07 3.974382267442e-07 238.5
1.556689922626e-06 9.360680213341e-07 3.653306227464e-07 2.552912785457e-07 2.098083496094e-07 286
1.06934578188e-06 7.543256205897e-07 2.510316910282e-07 1.747377457157e-07 1.673544606855e-07 343
8.010864257812e-07 5.484916068412e-07 1.773318728885e-07 1.237199113176e-07 1.226889120566e-07 411
5.186273810569e-07 3.754690791784e-07 1.320142424508e-07 9.000971076194e-08 6.429265054424e-08 492.5
3.279926620911e-07 3.030366986711e-07 9.768477110105e-08 6.345944983937e-08 5.70422021028e-08 590.5
2.086162567139e-07 2.145767211914e-07 6.735324859619e-08 4.231929779053e-08 3.75509262085e-08 708
1.243492225548e-07 1.402025098925e-07 5.00369381595e-08 3.616531173904e-08 2.179827008929e-08 849
7.876834353885e-08 1.055743243243e-07 3.299197635135e-08 1.938278610642e-08 1.278439083615e-08 1018.5
4.673863316441e-08 7.491927963119e-08 2.405664942286e-08 1.512132249437e-08 1.099732545045e-08 1222
1.749597994008e-08 5.707704931273e-08 1.663552191024e-08 1.204641241776e-08 9.751857671523e-09 1466
1.267579655662e-08 3.898405356093e-08 1.243663058386e-08 4.783319455329e-09 5.739983346395e-09 1758.5
5.17922344158e-09 2.788812622389e-08 7.56963426077e-09 6.374428851175e-09 5.378424343179e-09 2109.5
2.321989639946e-09 1.343436863111e-08 6.965968919837e-09 3.648840862772e-09 1.824420431386e-09 2531
5.528546761775e-10 1.160994819973e-08 5.943187768909e-09 2.902487049932e-09 1.382136690444e-09 3037
3.457429545884e-10 5.416639621884e-09 3.342181894354e-09 1.037228863765e-09 1.037228863765e-09 3644
0 4.990295794025e-09 2.495147897013e-09 1.05563949489e-09 1.151606721698e-09 4372.5
0 1.839371847157e-09 2.319207981198e-09 5.598088230477e-10 6.397815120545e-10 5247
0 1.200429209462e-09 2.134096372378e-09 6.66905116368e-10 2.000715349104e-10 6296
0 7.22375301575e-10 1.222481279588e-09 2.778366544519e-10 1.667019926712e-10 7554.5
0 4.629486972846e-10 6.0183330647e-10 1.388846091854e-10 9.258973945692e-11 9065
0 7.718153294133e-11 6.174522635306e-10 4.244984311773e-10 1.929538323533e-10 10877.5
0 3.215084083965e-11 4.179609309155e-10 1.929050450379e-10 2.250558858776e-10 13052.5
0 0 2.143841104672e-10 1.33990069042e-10 8.039404142518e-11 15662.5
0 2.232775689567e-11 1.786220551653e-10 6.698327068701e-11 2.232775689567e-11 18794.5
0 0 2.605159108232e-10 1.860827934451e-11 5.582483803354e-11 22553
0 0 7.75344972688e-11 6.202759781504e-11 1.550689945376e-11 27063
