\\Fist line probabilities: p. For column below p: n(s,p). Last cloumn: cluster sizes: s 
0 0 1.550689945376e-10 1.292241621147e-11 1.292241621147e-11 32475
0 0 3.230512857269e-11 2.153675238179e-11 1.07683761909e-11 38969.5
0 0 8.973646825747e-12 8.973646825747e-12 0 46763
0 0 7.478332220398e-12 7.478332220398e-12 0 56115
0 0 0 6.231638104427e-12 0 67337.5
0 0 0 0 0 80804.5
0 0 0 0 0 96965
0 0 0 0 0 116358
0 0 0 0 0 139629.5
0 0 0 0 0 167555
0 0 0 0 0 201065.5
0 0 0 0 0 241278
0 0 0 0 0 289533
0 0 0 0 0 347439
0 0 0 0 0 416926
0 0 0 0 0 500310.5
0 0 0 0 0 600372
0 0 0 0 0 720446
0 0 0 0 0 864535
0 0 0 0 0 1037441.5
